step,split,loc_loss,cls_loss,tot_loss
1, train, 0.6982508301734924, 0.7800177335739136, 0.7391343116760254
2, train, 0.6755494475364685, 0.7705376148223877, 0.7230435609817505
3, train, 0.6342853903770447, 0.7191195487976074, 0.6767024993896484
4, train, 0.553081214427948, 0.6502885222434998, 0.6016848683357239
5, train, 0.5091331601142883, 0.5958704948425293, 0.5525017976760864
6, train, 0.4216829538345337, 0.5325788259506226, 0.4771308898925781
7, train, 0.44275352358818054, 0.5096897482872009, 0.47622162103652954
8, train, 0.3444022238254547, 0.4625340402126312, 0.40346813201904297
9, train, 0.30310794711112976, 0.3795052468776703, 0.3413065969944
10, train, 0.24802854657173157, 0.29744771122932434, 0.27273812890052795
11, train, 0.1955532431602478, 0.2484620362520218, 0.2220076322555542
12, train, 0.33541810512542725, 0.3307448625564575, 0.3330814838409424
13, train, 0.1445493996143341, 0.1686302274465561, 0.1565898060798645
14, train, 0.2988738715648651, 0.28961506485939026, 0.2942444682121277
15, train, 0.29668906331062317, 0.28107696771621704, 0.2888830304145813
16, train, 0.12341837584972382, 0.12945245206356049, 0.12643541395664215
17, train, 0.23239319026470184, 0.2325732558965683, 0.23248322308063507
18, train, 0.11370889842510223, 0.11780301481485367, 0.11575596034526825
19, train, 0.2667390704154968, 0.2558186948299408, 0.2612788677215576
20, train, 0.2666948735713959, 0.24630557000637054, 0.2565002143383026
21, train, 0.2542757987976074, 0.23931026458740234, 0.24679303169250488
22, train, 0.11159206181764603, 0.10869759321212769, 0.11014482378959656
23, train, 0.3433869183063507, 0.3036257326602936, 0.32350632548332214
24, train, 0.1842227727174759, 0.1744878590106964, 0.17935532331466675
25, train, 0.24725008010864258, 0.21788792312145233, 0.23256900906562805
26, train, 0.0811212807893753, 0.08175740391016006, 0.08143934607505798
27, train, 0.2632386386394501, 0.24425819516181946, 0.25374841690063477
28, train, 0.15933893620967865, 0.13795825839042664, 0.14864858984947205
29, train, 0.24337558448314667, 0.21975460648536682, 0.23156508803367615
30, train, 0.06883566826581955, 0.07504639774560928, 0.07194103300571442
31, train, 0.3090212941169739, 0.2679609954357147, 0.2884911298751831
32, train, 0.25631991028785706, 0.24252140522003174, 0.2494206577539444
33, train, 0.3508044183254242, 0.3283742368221283, 0.33958932757377625
34, train, 0.12576495110988617, 0.1148495301604271, 0.12030723690986633
35, train, 0.3190361559391022, 0.2990564703941345, 0.30904632806777954
36, train, 0.12253871560096741, 0.11087160557508469, 0.11670516431331635
37, train, 0.3552723824977875, 0.315635085105896, 0.33545374870300293
38, train, 0.0856688991189003, 0.09211369603872299, 0.08889129757881165
39, train, 0.11132605373859406, 0.12082214653491974, 0.1160741001367569
40, train, 0.19923298060894012, 0.19858993589878082, 0.19891145825386047
41, train, 0.07551363110542297, 0.0802331268787384, 0.07787337899208069
42, train, 0.07610936462879181, 0.08074993640184402, 0.07842965424060822
43, train, 0.15167059004306793, 0.1485762745141983, 0.15012343227863312
44, train, 0.15639828145503998, 0.1608567088842392, 0.1586274951696396
45, train, 0.32764482498168945, 0.31799015402793884, 0.32281750440597534
46, train, 0.33327266573905945, 0.30307963490486145, 0.31817615032196045
47, train, 0.163711816072464, 0.19093403220176697, 0.17732292413711548
48, train, 0.32715901732444763, 0.30350303649902344, 0.31533104181289673
49, train, 0.1533292829990387, 0.1677929013967514, 0.16056108474731445
50, train, 0.12532289326190948, 0.12483282387256622, 0.12507785856723785
51, train, 0.12695209681987762, 0.1286293864250183, 0.12779074907302856
52, train, 0.322124719619751, 0.29347485303878784, 0.3077997863292694
53, train, 0.1199682205915451, 0.13223877549171448, 0.1261034905910492
54, train, 0.09394300729036331, 0.09523461014032364, 0.09458880871534348
55, train, 0.32368457317352295, 0.2812948524951935, 0.302489697933197
56, train, 0.16420723497867584, 0.16203640401363373, 0.16312181949615479
57, train, 0.22134272754192352, 0.21368145942687988, 0.2175121009349823
58, train, 0.15112513303756714, 0.19057653844356537, 0.17085084319114685
59, train, 0.4939013421535492, 0.39485234022140503, 0.4443768262863159
60, train, 0.15446215867996216, 0.161944180727005, 0.15820316970348358
61, train, 0.2042476385831833, 0.20623162388801575, 0.20523962378501892
62, train, 0.23320576548576355, 0.226250559091568, 0.22972816228866577
63, train, 0.10005445033311844, 0.11534004658460617, 0.1076972484588623
64, train, 0.2858479619026184, 0.26828333735466003, 0.277065634727478
65, train, 0.5284368395805359, 0.42369189858436584, 0.47606438398361206
66, train, 0.26904165744781494, 0.2508862316608429, 0.2599639296531677
67, train, 0.2507871985435486, 0.23241320252418518, 0.24160020053386688
68, train, 0.3201756179332733, 0.2844036817550659, 0.3022896647453308
69, train, 0.1781993806362152, 0.17824308574199677, 0.1782212257385254
70, train, 0.19236387312412262, 0.19710035622119904, 0.19473211467266083
71, train, 0.14605145156383514, 0.1496279090642929, 0.14783968031406403
72, train, 0.14687208831310272, 0.15907759964466095, 0.15297484397888184
73, train, 0.3059949278831482, 0.2976910471916199, 0.30184298753738403
74, train, 0.2568829655647278, 0.24935324490070343, 0.253118097782135
75, train, 0.15675809979438782, 0.17156602442264557, 0.1641620695590973
76, train, 0.3761341869831085, 0.33510497212409973, 0.3556195795536041
77, train, 0.18081314861774445, 0.1906043291091919, 0.18570873141288757
78, train, 0.20852291584014893, 0.20057816803455353, 0.20455053448677063
79, train, 0.27796992659568787, 0.26355278491973877, 0.2707613706588745
80, train, 0.21145400404930115, 0.21592950820922852, 0.21369175612926483
81, train, 0.46684375405311584, 0.4233090579509735, 0.4450764060020447
82, train, 0.1569414585828781, 0.15038008987903595, 0.15366077423095703
83, train, 0.08002568781375885, 0.09406954050064087, 0.08704761415719986
84, train, 0.144647017121315, 0.15950040519237518, 0.1520737111568451
85, train, 0.4294482171535492, 0.38407421112060547, 0.4067612290382385
86, train, 0.20036324858665466, 0.2143002599477768, 0.20733174681663513
87, train, 0.2638341188430786, 0.26044902205467224, 0.2621415853500366
88, train, 0.26439112424850464, 0.25338873267173767, 0.25888991355895996
89, train, 0.1839418262243271, 0.19616509974002838, 0.19005346298217773
90, train, 0.25712382793426514, 0.26668283343315125, 0.2619033455848694
91, train, 0.17503143846988678, 0.17306876182556152, 0.17405009269714355
92, train, 0.12715604901313782, 0.14408594369888306, 0.13562099635601044
93, train, 0.3052283227443695, 0.2845250070095062, 0.29487666487693787
94, train, 0.21720415353775024, 0.22234097123146057, 0.2197725623846054
95, train, 0.14118707180023193, 0.14127278327941895, 0.14122992753982544
96, train, 0.18892332911491394, 0.20220263302326202, 0.19556298851966858
97, train, 0.19760900735855103, 0.1898515671491623, 0.19373029470443726
98, train, 0.16276153922080994, 0.16259260475635529, 0.1626770794391632
99, train, 0.3327939808368683, 0.3179157078266144, 0.32535484433174133
100, train, 0.18087084591388702, 0.18152163922786713, 0.18119624257087708
101, train, 0.25334692001342773, 0.243683859705925, 0.24851539731025696
102, train, 0.0926593542098999, 0.10622235387563705, 0.09944085776805878
103, train, 0.07852087169885635, 0.08100336790084839, 0.07976211607456207
104, train, 0.08425865322351456, 0.09742742031812668, 0.09084303677082062
105, train, 0.15931761264801025, 0.18090151250362396, 0.1701095700263977
106, train, 0.2520362436771393, 0.2601214647293091, 0.256078839302063
107, train, 0.060446999967098236, 0.06548857688903809, 0.06296779215335846
108, train, 0.32949042320251465, 0.32332587242126465, 0.32640814781188965
109, train, 0.1860092580318451, 0.18995271623134613, 0.18798097968101501
110, train, 0.3036865293979645, 0.29224345088005066, 0.29796499013900757
111, train, 0.17515897750854492, 0.16160143911838531, 0.16838020086288452
112, train, 0.32053375244140625, 0.29892608523368835, 0.3097299337387085
113, train, 0.22845517098903656, 0.22299185395240784, 0.2257235050201416
114, train, 0.14337162673473358, 0.14488007128238678, 0.14412584900856018
115, train, 0.2153788059949875, 0.2042016237974167, 0.2097902148962021
116, train, 0.12986712157726288, 0.1241065263748169, 0.12698683142662048
117, train, 0.14800022542476654, 0.13465704023838043, 0.1413286328315735
118, train, 0.2765946090221405, 0.27010461688041687, 0.2733496129512787
119, train, 0.13852374255657196, 0.14201639592647552, 0.14027006924152374
120, train, 0.20746734738349915, 0.20986299216747284, 0.2086651623249054
121, train, 0.3228165805339813, 0.2974487841129303, 0.3101326823234558
122, train, 0.11570730060338974, 0.12114228308200836, 0.11842478811740875
123, train, 0.2053099423646927, 0.1930684596300125, 0.1991892009973526
124, train, 0.12056093662977219, 0.1330615133047104, 0.126811221241951
125, train, 0.12464606761932373, 0.13088199496269226, 0.127764031291008
126, train, 0.36210897564888, 0.33466967940330505, 0.34838932752609253
127, train, 0.14052625000476837, 0.13819335401058197, 0.13935980200767517
128, train, 0.21011504530906677, 0.19914089143276215, 0.20462796092033386
129, train, 0.1880704015493393, 0.20618627965450287, 0.19712834060192108
130, train, 0.19203190505504608, 0.1893392652273178, 0.19068558514118195
131, train, 0.24027177691459656, 0.24882884323596954, 0.24455031752586365
132, train, 0.09214050322771072, 0.10103370249271393, 0.09658710658550262
133, train, 0.08361916989088058, 0.08861058205366135, 0.08611487597227097
134, train, 0.2502994239330292, 0.25396499037742615, 0.25213220715522766
135, train, 0.07664738595485687, 0.09483843296766281, 0.08574290573596954
136, train, 0.19271893799304962, 0.2110426276922226, 0.2018807828426361
137, train, 0.06556539982557297, 0.08549020439386368, 0.07552780210971832
138, train, 0.1617572009563446, 0.17563016712665558, 0.1686936914920807
139, train, 0.2154853492975235, 0.2202003300189972, 0.21784284710884094
140, train, 0.06847293674945831, 0.08540363609790802, 0.07693828642368317
141, train, 0.39390459656715393, 0.3578924834728241, 0.375898540019989
142, train, 0.1657676100730896, 0.16646406054496765, 0.16611583530902863
143, train, 0.2337368130683899, 0.22613875567913055, 0.22993779182434082
144, train, 0.1801666021347046, 0.17053034901618958, 0.17534847557544708
145, train, 0.08762054890394211, 0.0975613221526146, 0.09259093552827835
146, train, 0.09216803312301636, 0.09459755569696426, 0.09338279068470001
147, train, 0.14889077842235565, 0.14782829582691193, 0.1483595371246338
148, train, 0.2435760200023651, 0.2220567911863327, 0.2328163981437683
149, train, 0.15338493883609772, 0.1543484479188919, 0.1538666933774948
150, train, 0.4138264060020447, 0.39610567688941956, 0.4049660563468933
151, train, 0.15002045035362244, 0.152322456240654, 0.15117144584655762
152, train, 0.2378988415002823, 0.22038500010967255, 0.22914192080497742
153, train, 0.21543048322200775, 0.22044411301612854, 0.21793729066848755
154, train, 0.3265298902988434, 0.2875186502933502, 0.3070242702960968
155, train, 0.3137381970882416, 0.28199735283851624, 0.2978677749633789
156, train, 0.13739757239818573, 0.1458548605442047, 0.14162620902061462
157, train, 0.3125978112220764, 0.29277607798576355, 0.3026869297027588
158, train, 0.3710222542285919, 0.3335159718990326, 0.35226911306381226
159, train, 0.165635883808136, 0.17088532447814941, 0.1682606041431427
160, train, 0.4146687388420105, 0.35999658703804016, 0.3873326778411865
161, train, 0.22053483128547668, 0.22453974187374115, 0.22253727912902832
