step,split,loss
1,val,0.6941440225027169
1,train,0.6796788275241852
2,train,10.617040634155273
3,train,4.228270855266601
4,train,25.166189670562744
5,train,1.3898384422063828
6,train,2.9693140536546707
7,train,5.3491136925294995
8,train,1.3380146026611328
9,train,3.904352434852626
10,train,2.2480598241090775
11,train,3.348551261238754
12,train,3.251168966293335
13,train,0.4577561542391777
14,train,1.59090392064536
15,train,3.667923821561999
16,train,6.383204337786083
17,train,4.787194943986833
18,train,1.4495864883065224
19,train,0.8193176984786987
20,train,3.147978227585554
21,train,5.338788390159607
22,train,1.5431493930518627
23,train,0.6234836839139462
24,train,0.6448545306921005
25,train,1.06067556142807
26,train,0.4524870961904526
27,train,0.5992552042007446
28,train,0.987753514200449
29,train,1.236300215125084
30,train,0.8175820261240005
31,train,0.6249486654996872
32,train,0.7508464902639389
33,train,0.6695601940155029
34,train,0.8854843974113464
35,train,0.5564810857176781
36,train,0.4061078354716301
37,train,1.0994305610656738
38,train,0.5757659375667572
39,train,1.3881939351558685
40,train,0.7812300994992256
41,train,0.6973510980606079
42,train,0.8678212016820908
43,train,0.9167461842298508
44,train,0.5977423638105392
45,train,0.7686682492494583
46,train,0.8687232285737991
47,train,0.736021876335144
48,train,0.8471858650445938
49,train,0.8329545557498932
50,train,0.5980393141508102
51,train,0.6020840406417847
52,train,0.5446255281567574
53,train,0.7796983122825623
54,train,0.7672156319022179
55,train,0.9631773829460144
56,train,0.6591419875621796
57,train,0.6846155822277069
58,train,0.6638568788766861
59,train,0.5959243848919868
60,train,0.7847025766968727
61,train,0.30043598264455795
62,train,0.9265825599431992
63,train,1.3971168398857117
64,train,0.9330246485769749
65,train,1.5366173088550568
66,train,0.8869404196739197
67,train,0.6696518957614899
68,train,0.9671207815408707
69,train,0.8130834177136421
70,train,0.5271357484161854
71,train,0.9355445802211761
72,train,0.9903385043144226
73,train,0.21677595376968384
74,train,0.5614691562950611
75,train,0.5749603919684887
76,train,0.5608355961740017
77,train,0.5494139567017555
78,train,0.8262607231736183
79,train,1.1133307665586472
80,train,0.7643649503588676
81,train,0.8055622726678848
82,train,0.7533978670835495
83,train,0.7738667726516724
84,train,0.8200669288635254
85,train,0.6232919245958328
86,train,0.7060455530881882
87,train,0.7854303866624832
88,train,0.6837121397256851
89,train,0.6900499165058136
90,train,0.6653237342834473
91,train,0.8130553811788559
92,train,0.8571556359529495
93,train,0.6835891008377075
94,train,0.6792849004268646
95,train,0.6661890596151352
