step,split,loss
1,val,0.6915123754056396
1,train,0.7090041637420654
2,train,6.902629613876343
3,train,7.2941988706588745
4,train,3.7111170887947083
5,train,2.943337142467499
6,train,3.564373731613159
7,train,1.0940265357494354
8,train,3.991377294063568
9,train,4.120930194854736
10,train,3.074269875884056
11,train,2.2420558482408524
12,train,1.504115641117096
13,train,1.098331242799759
14,train,2.252734586596489
15,train,2.624378502368927
16,train,1.8558406680822372
17,train,0.8064344972372055
18,train,0.8946593999862671
19,train,1.1905352771282196
20,train,0.635237455368042
21,train,1.303452581167221
22,train,1.0928577482700348
23,train,0.7873650193214417
24,train,0.8713950216770172
25,train,0.8688885122537613
26,train,0.7430656105279922
27,train,0.9751636534929276
28,train,0.857894778251648
29,train,0.6917682141065598
30,train,0.7977839261293411
31,train,0.8390476852655411
32,train,1.106864109635353
33,train,0.7488637715578079
34,train,0.8245227038860321
35,train,0.7651242017745972
36,train,0.8780111372470856
37,train,0.8029688894748688
38,train,0.8954191207885742
39,train,0.7048227190971375
40,train,0.788644015789032
41,train,0.6654845327138901
42,train,0.7663517892360687
43,train,0.7618701457977295
44,train,0.7431086301803589
45,train,0.7399472445249557
46,train,0.7060720175504684
47,train,0.6844943910837173
48,train,0.7091161608695984
49,train,0.7067841738462448
50,train,0.7017829567193985
51,train,0.7098954319953918
52,train,0.7100915461778641
53,train,0.8347010016441345
54,train,0.730925589799881
55,train,0.698253720998764
56,train,0.8874890506267548
57,train,0.9069705158472061
58,train,0.7040172666311264
59,train,0.8176231980323792
60,train,0.7286082655191422
61,train,0.8267411440610886
62,train,0.6796550452709198
63,train,0.762838751077652
64,train,0.693864569067955
65,train,0.796739250421524
66,train,0.7340841442346573
67,train,0.7411312609910965
68,train,0.8000961095094681
69,train,0.7042230516672134
70,train,0.7327261865139008
71,train,0.6931278854608536
72,train,0.7668317407369614
73,train,0.688331663608551
74,train,0.6524545103311539
75,train,0.6860612630844116
76,train,0.7582702785730362
77,train,0.7227549254894257
78,train,0.6936369836330414
79,train,0.6946397423744202
80,train,0.7132204473018646
81,train,0.7109671980142593
82,train,0.7318879961967468
83,train,0.6677810847759247
84,train,0.6755021512508392
85,train,0.7019593268632889
86,train,0.7124990224838257
87,train,0.7099237740039825
88,train,0.6867609471082687
89,train,0.7187076210975647
90,train,0.7518408298492432
91,train,0.7164072692394257
92,train,0.6700273752212524
93,train,0.7528956979513168
94,train,0.790029764175415
95,train,0.81327985227108
96,train,0.6760291755199432
97,train,0.683434784412384
98,train,0.668653279542923
99,train,0.8544509410858154
