step,split,loss
241,train,0.18985410779714584
242,train,0.14691765047609806
243,train,0.2292419597506523
244,train,0.23585132881999016
245,train,0.23523874208331108
246,train,0.21851289458572865
247,train,0.26976874098181725
248,train,0.10566027648746967
249,train,0.14873454347252846
250,train,0.15695512667298317
251,train,0.31933092325925827
252,train,0.21905266866087914
253,train,0.1857337597757578
254,train,0.22945378720760345
255,train,0.1405116729438305
256,train,0.24121564626693726
257,train,0.19874730333685875
258,train,0.20863530039787292
259,train,0.22521039471030235
260,train,0.22791242599487305
261,train,0.19446920603513718
262,train,0.21802394837141037
263,train,0.24301931262016296
264,train,0.21300719492137432
265,train,0.17144202627241611
266,train,0.1680683121085167
267,train,0.16215139254927635
268,train,0.19807153940200806
269,train,0.19442294538021088
